time_medstack,O18_medstack,C13_medstack
3743,-0.64,1.01
3744,-0.84,1
3745,-0.63,1
3746,-0.41,1.01
3747,-0.2,1.01
3748,0.02,1.01
3749,0.23,1.02
3750,0.38,1.05
3751,0.17,1.21
3752,-0.04,1.37
3753,-0.24,1.53
3754,-0.45,1.69
3755,-0.65,1.85
3756,-0.86,2.01
3757,-0.8,1.97
3758,-0.7,1.9
3759,-0.6,1.83
3760,-0.49,1.77
3761,-0.39,1.7
3762,-0.29,1.63
3763,-0.18,1.56
3764,-0.08,1.49
3765,0.02,1.42
3766,-0.37,1.13
3767,-0.53,1.15
3768,-0.68,1.17
3769,-0.84,1.19
3770,-1,1.21
3771,-1.15,1.23
3772,-1.31,1.25
3773,-1.13,1.33
3774,-0.95,1.41
3775,-0.78,1.48
3776,-0.6,1.56
3777,-0.42,1.64
3778,-0.42,1.6
3779,-0.42,1.56
3780,-0.42,1.52
3781,-0.42,1.48
3782,-0.42,1.44
3783,-0.42,1.39
3784,-0.42,1.35
3785,-0.42,1.31
3786,-0.5,1.29
3787,-0.67,1.3
3788,-0.84,1.31
3789,-1.02,1.32
3790,-1.19,1.32
3791,-1.36,1.33
3792,-1.54,1.34
3793,-1.5,1.3
3794,-1.34,1.25
3795,-1.19,1.19
3796,-1.03,1.13
3797,-0.91,1.25
3798,-0.79,1.37
3799,-0.66,1.5
3800,-0.54,1.62
3801,-0.46,1.6
3802,-0.39,1.54
3803,-0.32,1.47
3804,-0.25,1.41
3805,-0.18,1.34
3806,-0.11,1.28
3807,-0.06,1.23
3808,-0.24,1.37
3809,-0.41,1.52
3810,-0.59,1.66
3811,-0.77,1.8
3812,-0.95,1.95
3813,-1.12,2.08
3814,-1.25,1.78
3815,-1.37,1.47
3816,-1.5,1.17
3817,-1.62,0.86
3818,-1.28,0.96
3819,-0.94,1.06
3820,-0.6,1.16
3821,-0.25,1.26
3822,-0.05,1.3
3823,-0.05,1.23
3824,-0.05,1.17
3825,-0.05,1.11
3826,-0.05,1.05
3827,-0.05,0.99
3828,-0.05,0.92
3829,-0.15,0.91
3830,-0.31,0.92
3831,-0.48,0.94
3832,-0.64,0.95
3833,-0.81,0.97
3834,-0.97,0.98
3835,-1.06,0.97
3836,-0.94,0.91
3837,-0.83,0.85
3838,-0.71,0.79
3839,-0.6,0.73
3840,-0.63,0.76
3841,-0.66,0.78
3842,-0.7,0.81
3843,-0.73,0.84
3844,-0.76,0.87
3845,-0.68,1.04
3846,-0.61,1.21
3847,-0.53,1.38
3848,-0.46,1.55
3849,-0.43,1.59
3850,-0.45,1.44
3851,-0.48,1.3
3852,-0.5,1.16
3853,-0.53,1.04
3854,-0.57,1
3855,-0.61,0.96
3856,-0.66,0.92
3857,-0.7,0.89
3858,-0.74,0.85
3859,-0.78,0.81
3860,-0.74,0.87
3861,-0.71,0.93
3862,-0.67,0.99
3863,-0.64,1.05
3864,-0.6,1.11
3865,-0.56,1.17
3866,-0.53,1.23
3867,-0.49,1.27
3868,-0.44,1.28
3869,-0.4,1.3
3870,-0.36,1.32
3871,-0.31,1.33
3872,-0.27,1.35
3873,-0.22,1.36
3874,-0.18,1.38
3875,-0.15,1.39
3876,-0.16,1.39
3877,-0.16,1.39
3878,-0.17,1.39
3879,-0.17,1.39
3880,-0.18,1.39
3881,-0.18,1.39
3882,-0.19,1.39
3883,-0.22,1.37
3884,-0.36,1.3
3885,-0.5,1.22
3886,-0.64,1.14
3887,-0.78,1.06
3888,-0.92,0.99
3889,-1.06,0.91
3890,-0.94,1
3891,-0.82,1.08
3892,-0.7,1.17
3893,-0.58,1.26
3894,-0.46,1.34
3895,-0.34,1.43
3896,-0.32,1.46
3897,-0.32,1.48
3898,-0.33,1.5
3899,-0.34,1.52
3900,-0.34,1.49
3901,-0.36,1.4
3902,-0.37,1.3
3903,-0.38,1.2
3904,-0.39,1.11
3905,-0.5,1.06
3906,-0.68,1.07
3907,-0.86,1.07
3908,-1.04,1.07
3909,-1.22,1.08
3910,-1.4,1.08
3911,-1.22,1.11
3912,-1.03,1.15
3913,-0.85,1.18
3914,-0.66,1.22
3915,-0.48,1.25
3916,-0.29,1.29
3917,-0.28,1.3
3918,-0.26,1.31
3919,-0.25,1.32
3920,-0.23,1.33
3921,-0.22,1.34
3922,-0.21,1.35
3923,-0.28,1.32
3924,-0.46,1.26
3925,-0.63,1.2
3926,-0.8,1.15
3927,-0.97,1.09
3928,-1.11,1.05
3929,-1.22,1.02
3930,-1.33,0.99
3931,-1.44,0.97
3932,-1.55,0.94
3933,-1.35,1.04
3934,-1.16,1.14
3935,-0.96,1.23
3936,-0.77,1.33
3937,-0.57,1.43
3938,-0.45,1.4
3939,-0.34,1.34
3940,-0.23,1.28
3941,-0.12,1.21
3942,-0.02,1.15
3943,0.09,1.09
3944,0.09,1.06
3945,-0.11,1.09
3946,-0.3,1.12
3947,-0.5,1.15
3948,-0.69,1.18
3949,-0.89,1.21
3950,-1.02,1.23
3951,-1.11,1.26
3952,-1.21,1.28
3953,-1.31,1.3
3954,-1.09,1.33
3955,-0.88,1.36
3956,-0.66,1.39
3957,-0.44,1.43
3958,-0.46,1.44
3959,-0.5,1.46
3960,-0.54,1.48
3961,-0.59,1.49
3962,-0.63,1.51
3963,-0.67,1.53
3964,-0.67,1.48
3965,-0.65,1.43
3966,-0.63,1.37
3967,-0.62,1.31
3968,-0.6,1.25
3969,-0.61,1.21
3970,-0.67,1.19
3971,-0.74,1.18
3972,-0.8,1.16
3973,-0.87,1.15
3974,-0.8,1.18
3975,-0.73,1.21
3976,-0.66,1.24
3977,-0.59,1.27
3978,-0.53,1.3
3979,-0.46,1.34
3980,-0.39,1.37
3981,-0.32,1.4
3982,-0.25,1.43
3983,-0.18,1.46
3984,-0.19,1.47
3985,-0.21,1.49
3986,-0.22,1.5
3987,-0.24,1.51
3988,-0.25,1.53
3989,-0.26,1.54
3990,-0.28,1.55
3991,-0.29,1.57
3992,-0.31,1.58
3993,-0.32,1.59
3994,-0.34,1.61
3995,-0.35,1.62
3996,-0.37,1.6
3997,-0.4,1.58
3998,-0.42,1.56
3999,-0.44,1.54
4000,-0.47,1.53
4001,-0.49,1.51
4002,-0.52,1.49
4003,-0.67,1.48
4004,-0.82,1.46
4005,-0.96,1.45
4006,-1.11,1.43
4007,-1.26,1.42
4008,-1.14,1.47
4009,-1.02,1.52
4010,-0.89,1.57
4011,-0.77,1.63
4012,-0.65,1.67
4013,-0.49,1.66
4014,-0.34,1.65
4015,-0.18,1.63
4016,-0.03,1.62
4017,-0.06,1.53
4018,-0.12,1.42
4019,-0.19,1.31
4020,-0.25,1.21
4021,-0.45,1.18
4022,-0.67,1.18
4023,-0.9,1.17
4024,-1.13,1.17
4025,-1.36,1.17
4026,-1.44,1.18
4027,-1.37,1.19
4028,-1.31,1.21
4029,-1.24,1.22
4030,-1.18,1.24
4031,-1.1,1.25
4032,-0.89,1.25
4033,-0.68,1.25
4034,-0.47,1.25
4035,-0.26,1.26
4036,-0.05,1.26
4037,0.16,1.26
4038,0.17,1.28
4039,0.09,1.32
4040,0.01,1.36
4041,-0.06,1.39
4042,-0.14,1.43
4043,-0.21,1.46
4044,-0.35,1.46
4045,-0.51,1.44
4046,-0.66,1.42
4047,-0.82,1.4
4048,-0.97,1.38
4049,-0.81,1.44
4050,-0.64,1.49
4051,-0.48,1.55
4052,-0.32,1.61
4053,-0.22,1.65
4054,-0.27,1.65
4055,-0.32,1.65
4056,-0.38,1.65
4057,-0.43,1.65
4058,-0.48,1.65
4059,-0.47,1.64
4060,-0.45,1.63
4061,-0.44,1.62
4062,-0.43,1.61
4063,-0.41,1.6
4064,-0.4,1.57
4065,-0.37,1.53
4066,-0.34,1.74
4067,-0.32,1.93
4068,-0.29,1.88
4069,-0.26,1.83
4070,-0.23,1.77
4071,-0.21,1.72
4072,-0.18,1.66
4073,-0.15,1.61
4074,-0.13,1.55
4075,-0.12,1.48
4076,-0.11,1.42
4077,-0.1,1.35
4078,-0.09,1.28
4079,-0.08,1.22
4080,-0.07,1.15
4081,-0.43,1.13
4082,-1.1,1.15
4083,-1.6,1.2
4084,-1.34,1.42
4085,-1.08,1.63
4086,-0.99,1.66
4087,-0.94,1.65
4088,-0.89,1.64
4089,-0.84,1.63
4090,-0.78,1.62
4091,-0.73,1.6
4092,-0.68,1.59
4093,-0.71,1.58
4094,-0.77,1.58
4095,-0.82,1.57
4096,-0.88,1.56
4097,-0.94,1.55
4098,-0.99,1.54
4099,-0.94,1.53
4100,-0.79,1.5
4101,-0.63,1.47
4102,-0.48,1.45
4103,-0.32,1.42
4104,-0.44,1.47
4105,-0.57,1.52
4106,-0.69,1.58
4107,-0.82,1.63
4108,-0.84,1.63
4109,-0.72,1.56
4110,-0.59,1.49
4111,-0.47,1.42
4112,-0.35,1.35
4113,-0.23,1.28
4114,-0.28,1.25
4115,-0.38,1.22
4116,-0.48,1.2
4117,-0.58,1.17
4118,-0.68,1.15
4119,-0.79,1.12
4120,-0.91,1.08
4121,-1.03,1.05
4122,-1.15,1.02
4123,-1.27,0.99
4124,-1.08,1.02
4125,-0.9,1.05
4126,-0.71,1.08
4127,-0.53,1.11
4128,-0.34,1.13
4129,-0.26,1.15
4130,-0.31,1.16
4131,-0.36,1.16
4132,-0.4,1.17
4133,-0.45,1.18
4134,-0.48,1.17
4135,-0.42,1.12
4136,-0.36,1.08
4137,-0.31,1.03
4138,-0.25,0.98
4139,-0.21,0.95
4140,-0.28,1
4141,-0.35,1.05
4142,-0.42,1.11
4143,-0.49,1.16
4144,-0.56,1.21
4145,-0.5,1.23
4146,-0.45,1.25
4147,-0.39,1.26
4148,-0.34,1.28
4149,-0.28,1.3
4150,-0.23,1.32
4151,-0.22,1.34
4152,-0.24,1.36
4153,-0.26,1.38
4154,-0.28,1.41
4155,-0.29,1.43
4156,-0.31,1.46
4157,-0.33,1.48
4158,-0.35,1.5
4159,-0.36,1.52
4160,-0.36,1.51
4161,-0.35,1.51
4162,-0.35,1.5
4163,-0.35,1.5
4164,-0.35,1.5
4165,-0.35,1.49
4166,-0.34,1.49
4167,-0.34,1.48
4168,-0.41,1.43
4169,-0.5,1.37
4170,-0.59,1.31
4171,-0.67,1.24
4172,-0.76,1.18
4173,-0.85,1.12
4174,-0.8,1.17
4175,-0.75,1.22
4176,-0.7,1.26
4177,-0.65,1.31
4178,-0.59,1.36
4179,-0.54,1.41
4180,-0.51,1.37
4181,-0.48,1.29
4182,-0.45,1.22
4183,-0.41,1.15
4184,-0.38,1.07
4185,-0.35,1
4186,-0.36,0.98
4187,-0.41,1
4188,-0.45,1.02
4189,-0.49,1.04
4190,-0.53,1.06
4191,-0.57,1.08
4192,-0.56,1.02
4193,-0.55,0.97
4194,-0.54,0.92
4195,-0.53,0.87
4196,-0.52,0.82
4197,-0.53,0.87
4198,-0.53,0.92
4199,-0.54,0.97
4200,-0.54,1.02
4201,-0.55,1.06
4202,-0.48,1.16
4203,-0.38,1.27
4204,-0.29,1.38
4205,-0.19,1.49
4206,-0.09,1.6
4207,0.01,1.71
4208,-0.09,1.59
4209,-0.29,1.35
4210,-0.5,1.1
4211,-0.7,0.86
4212,-0.9,0.61
4213,-1.07,0.62
4214,-1.22,0.72
4215,-1.37,0.83
4216,-1.53,0.94
4217,-1.68,1.05
4218,-1.48,1.08
4219,-1.28,1.1
4220,-1.08,1.13
4221,-0.88,1.15
4222,-0.68,1.18
4223,-0.53,1.13
4224,-0.42,1.01
4225,-0.3,0.9
4226,-0.19,0.78
4227,-0.08,0.67
4228,-0.1,0.79
4229,-0.14,0.92
4230,-0.17,1.06
4231,-0.21,1.2
4232,-0.24,1.34
4233,-0.42,1.29
4234,-0.59,1.23
4235,-0.77,1.18
4236,-0.95,1.12
4237,-1.12,1.07
4238,-1.3,1.01
4239,-1.21,1.02
4240,-1.11,1.04
4241,-1.02,1.05
4242,-0.93,1.06
4243,-0.83,1.07
4244,-0.74,1.09
4245,-0.65,1.1
4246,-0.55,1.04
4247,-0.45,0.98
4248,-0.35,0.92
4249,-0.25,0.87
4250,-0.15,0.81
4251,-0.12,0.79
4252,-0.24,0.86
4253,-0.35,0.93
4254,-0.47,0.99
4255,-0.58,1.06
4256,-0.68,1.1
4257,-0.75,1.08
4258,-0.82,1.07
4259,-0.89,1.06
4260,-0.97,1.05
4261,-1.04,1.03
4262,-1.11,1.02
4263,-1.01,1.12
4264,-0.91,1.23
4265,-0.8,1.33
4266,-0.7,1.43
4267,-0.6,1.54
4268,-0.5,1.64
4269,-0.4,1.74
4270,-0.33,1.76
4271,-0.3,1.69
4272,-0.27,1.63
4273,-0.24,1.57
4274,-0.21,1.5
4275,-0.18,1.44
4276,-0.15,1.38
4277,-0.13,1.32
4278,-0.14,1.28
4279,-0.15,1.24
4280,-0.16,1.2
4281,-0.17,1.16
4282,-0.18,1.12
4283,-0.25,1.08
4284,-0.44,1.03
4285,-0.63,0.98
4286,-0.83,0.93
4287,-1.02,0.89
4288,-1.21,0.84
4289,-1.11,0.92
4290,-1.02,1
4291,-0.92,1.08
4292,-0.82,1.16
4293,-0.72,1.24
4294,-0.7,1.23
4295,-0.7,1.19
4296,-0.7,1.15
4297,-0.69,1.1
4298,-0.69,1.06
4299,-0.69,1.02
4300,-0.69,0.98
4301,-0.64,1.05
4302,-0.59,1.12
4303,-0.54,1.19
4304,-0.5,1.26
4305,-0.45,1.33
4306,-0.44,1.36
4307,-0.6,1.21
4308,-0.75,1.06
4309,-0.91,0.92
4310,-1.06,0.77
4311,-0.93,0.83
4312,-0.8,0.89
4313,-0.66,0.95
4314,-0.53,1
4315,-0.4,1.06
4316,-0.27,1.12
4317,-0.23,1.07
4318,-0.2,1.02
4319,-0.16,0.97
4320,-0.13,0.92
4321,-0.09,0.87
4322,-0.05,0.81
4323,-0.05,0.85
4324,-0.12,1.05
4325,-0.19,1.25
4326,-0.26,1.45
4327,-0.33,1.65
4328,-0.39,1.82
4329,-0.38,1.85
4330,-0.37,1.89
4331,-0.36,1.92
4332,-0.35,1.96
4333,-0.31,1.97
4334,-0.27,1.98
4335,-0.23,1.98
4336,-0.19,1.99
4337,-0.15,2
4338,-0.15,1.98
4339,-0.15,1.96
4340,-0.15,1.94
4341,-0.15,1.91
4342,-0.17,1.86
4343,-0.2,1.79
4344,-0.24,1.72
4345,-0.27,1.65
4346,-0.3,1.59
4347,-0.4,1.6
4348,-0.52,1.63
4349,-0.64,1.65
4350,-0.76,1.67
4351,-0.87,1.7
4352,-0.99,1.72
4353,-0.8,1.67
4354,-0.62,1.63
4355,-0.43,1.58
4356,-0.25,1.54
4357,-0.06,1.49
4358,-0.06,1.36
4359,-0.06,1.23
4360,-0.06,1.11
4361,-0.07,0.98
4362,-0.07,0.85
4363,-0.07,0.72
4364,-0.08,0.83
4365,-0.09,0.94
4366,-0.1,1.05
4367,-0.11,1.15
4368,-0.12,1.26
4369,-0.13,1.37
4370,-0.12,1.45
4371,-0.08,1.49
4372,-0.03,1.53
4373,0.01,1.56
4374,0.06,1.6
4375,0,1.65
4376,-0.06,1.7
4377,-0.12,1.74
4378,-0.18,1.79
4379,-0.21,1.8
4380,-0.24,1.8
4381,-0.27,1.79
4382,-0.29,1.79
4383,-0.32,1.79
4384,-0.35,1.79
4385,-0.37,1.78
4386,-0.4,1.78
4387,-0.4,1.75
4388,-0.4,1.73
4389,-0.4,1.7
4390,-0.4,1.67
4391,-0.4,1.64
4392,-0.4,1.61
4393,-0.4,1.59
4394,-0.4,1.56
4395,-0.4,1.53
4396,-0.38,1.52
4397,-0.34,1.52
4398,-0.3,1.51
4399,-0.27,1.51
4400,-0.23,1.51
4401,-0.19,1.51
4402,-0.16,1.5
4403,-0.12,1.5
4404,-0.07,1.46
4405,-0.02,1.42
4406,0.04,1.39
4407,0.09,1.35
4408,0.14,1.31
4409,0.13,1.29
4410,0.05,1.28
4411,-0.03,1.27
4412,-0.11,1.26
4413,-0.19,1.26
4414,-0.27,1.25
4415,-0.35,1.24
4416,-0.43,1.23
4417,-0.47,1.24
4418,-0.45,1.25
4419,-0.43,1.26
4420,-0.4,1.28
4421,-0.38,1.29
4422,-0.36,1.31
4423,-0.34,1.32
4424,-0.32,1.36
4425,-0.32,1.45
4426,-0.32,1.53
4427,-0.32,1.62
4428,-0.3,1.68
4429,-0.26,1.72
4430,-0.22,1.75
4431,-0.18,1.79
4432,-0.14,1.82
4433,-0.1,1.86
4434,-0.1,1.88
4435,-0.13,1.9
4436,-0.13,1.87
4437,-0.08,1.81
4438,-0.04,1.75
4439,0.01,1.69
4440,-0.01,1.62
4441,-0.03,1.55
4442,-0.04,1.48
4443,-0.11,1.51
4444,-0.21,1.6
4445,-0.3,1.68
4446,-0.36,1.71
4447,-0.36,1.64
4448,-0.36,1.58
4449,-0.36,1.52
4450,-0.36,1.45
4451,-0.36,1.39
4452,-0.36,1.33
4453,-0.36,1.29
4454,-0.36,1.28
4455,-0.36,1.28
4456,-0.36,1.28
4457,-0.35,1.27
4458,-0.35,1.27
4459,-0.35,1.26
4460,-0.36,1.31
4461,-0.39,1.39
4462,-0.41,1.47
4463,-0.44,1.55
4464,-0.42,1.53
4465,-0.41,1.52
4466,-0.39,1.5
4467,-0.37,1.48
4468,-0.32,1.48
4469,-0.19,1.5
4470,-0.07,1.53
4471,0.05,1.55
4472,0.18,1.58
4473,0.26,1.6
4474,0.12,1.6
4475,-0.02,1.6
4476,-0.16,1.61
4477,-0.3,1.61
4478,-0.43,1.53
4479,-0.56,1.41
4480,-0.69,1.29
4481,-0.82,1.17
4482,-0.95,1.05
4483,-0.85,1.11
4484,-0.75,1.17
4485,-0.65,1.23
4486,-0.55,1.29
4487,-0.52,1.31
4488,-0.51,1.31
4489,-0.5,1.31
4490,-0.5,1.3
4491,-0.49,1.3
4492,-0.48,1.3
4493,-0.47,1.31
4494,-0.45,1.33
4495,-0.43,1.35
4496,-0.41,1.37
4497,-0.39,1.39
4498,-0.37,1.41
4499,-0.38,1.42
4500,-0.53,1.36
4501,-0.68,1.29
4502,-0.84,1.23
4503,-0.99,1.17
4504,-0.94,1.19
4505,-0.85,1.22
4506,-0.77,1.26
4507,-0.69,1.29
4508,-0.6,1.32
4509,-0.53,1.35
4510,-0.47,1.34
4511,-0.42,1.34
4512,-0.37,1.33
4513,-0.32,1.33
4514,-0.26,1.32
4515,-0.21,1.31
4516,-0.15,1.31
4517,-0.09,1.31
4518,-0.02,1.31
4519,0.05,1.31
4520,0.11,1.3
4521,0.18,1.3
4522,0.24,1.3
4523,0.24,1.28
4524,0.22,1.24
4525,0.19,1.21
4526,0.17,1.18
4527,0.14,1.15
4528,0.1,1.2
4529,0.05,1.24
4530,0.01,1.29
4531,-0.04,1.33
4532,-0.08,1.38
4533,-0.11,1.41
4534,-0.09,1.4
4535,-0.08,1.39
4536,-0.07,1.38
4537,-0.06,1.38
4538,-0.05,1.37
4539,-0.03,1.36
4540,-0.02,1.35
4541,-0.08,1.34
4542,-0.15,1.32
4543,-0.21,1.3
4544,-0.28,1.29
4545,-0.35,1.27
4546,-0.42,1.25
4547,-0.53,1.28
4548,-0.66,1.31
4549,-0.79,1.34
4550,-0.92,1.37
4551,-1.05,1.4
4552,-1.18,1.43
4553,-1.05,1.38
4554,-0.91,1.33
4555,-0.78,1.28
4556,-0.64,1.24
4557,-0.51,1.19
4558,-0.37,1.14
4559,-0.24,1.09
4560,-0.2,1.1
4561,-0.15,1.11
4562,-0.11,1.12
4563,-0.07,1.13
4564,-0.03,1.15
4565,0.02,1.16
4566,0.01,1.17
4567,-0.02,1.19
4568,-0.06,1.21
4569,-0.09,1.23
4570,-0.12,1.25
4571,-0.22,1.26
4572,-0.43,1.27
4573,-0.65,1.27
4574,-0.86,1.28
4575,-1.07,1.28
4576,-0.93,1.34
4577,-0.79,1.41
4578,-0.64,1.47
4579,-0.5,1.54
4580,-0.36,1.6
4581,-0.29,1.54
4582,-0.23,1.45
4583,-0.16,1.37
4584,-0.1,1.29
4585,-0.03,1.21
4586,-0.14,1.28
4587,-0.29,1.37
4588,-0.43,1.47
4589,-0.58,1.56
4590,-0.73,1.66
4591,-0.82,1.65
4592,-0.9,1.62
4593,-0.98,1.58
4594,-1.06,1.55
4595,-1.13,1.51
4596,-1.21,1.48
4597,-1.29,1.44
4598,-1.13,1.37
4599,-0.96,1.31
4600,-0.8,1.24
4601,-0.63,1.18
4602,-0.47,1.11
4603,-0.3,1.04
4604,-0.19,1.01
4605,-0.2,1.03
4606,-0.2,1.05
4607,-0.21,1.06
4608,-0.22,1.08
4609,-0.22,1.1
4610,-0.23,1.12
4611,-0.22,1.14
4612,-0.21,1.16
4613,-0.19,1.18
4614,-0.18,1.2
4615,-0.16,1.22
4616,-0.17,1.24
4617,-0.26,1.24
4618,-0.36,1.24
4619,-0.45,1.24
4620,-0.55,1.24
4621,-0.51,1.24
4622,-0.46,1.24
4623,-0.42,1.24
4624,-0.38,1.24
4625,-0.34,1.24
4626,-0.29,1.24
4627,-0.32,1.23
4628,-0.36,1.22
4629,-0.4,1.2
4630,-0.44,1.19
4631,-0.47,1.18
4632,-0.51,1.16
4633,-0.45,1.1
4634,-0.36,1.02
4635,-0.27,0.94
4636,-0.17,0.86
4637,-0.08,0.78
4638,-0.11,0.81
4639,-0.24,0.94
4640,-0.38,1.07
4641,-0.51,1.21
4642,-0.65,1.34
4643,-0.78,1.47
4644,-0.69,1.44
4645,-0.6,1.4
4646,-0.51,1.37
4647,-0.42,1.34
4648,-0.33,1.3
4649,-0.25,1.27
4650,-0.16,1.23
4651,-0.1,1.23
4652,-0.14,1.32
4653,-0.18,1.41
4654,-0.22,1.49
4655,-0.26,1.58
4656,-0.3,1.67
4657,-0.34,1.75
4658,-0.37,1.82
4659,-0.32,1.72
4660,-0.27,1.62
4661,-0.22,1.53
4662,-0.17,1.43
4663,-0.18,1.35
4664,-0.45,1.34
4665,-0.73,1.33
4666,-1,1.33
4667,-1.28,1.32
4668,-1.07,1.37
4669,-0.86,1.42
4670,-0.65,1.48
4671,-0.44,1.53
4672,-0.24,1.58
4673,-0.12,1.59
4674,-0.11,1.55
4675,-0.09,1.51
4676,-0.08,1.46
4677,-0.07,1.42
4678,-0.06,1.38
4679,-0.11,1.34
4680,-0.18,1.3
4681,-0.26,1.26
4682,-0.34,1.23
4683,-0.41,1.19
4684,-0.53,1.28
4685,-0.64,1.37
4686,-0.75,1.47
4687,-0.87,1.56
4688,-0.98,1.65
4689,-0.85,1.63
4690,-0.72,1.6
4691,-0.59,1.58
4692,-0.46,1.55
4693,-0.33,1.53
4694,-0.2,1.5
4695,-0.17,1.52
4696,-0.2,1.58
4697,-0.24,1.64
4698,-0.27,1.7
4699,-0.3,1.76
4700,-0.33,1.81
4701,-0.37,1.85
4702,-0.45,1.79
4703,-0.52,1.73
4704,-0.59,1.67
4705,-0.66,1.61
4706,-0.73,1.55
4707,-0.76,1.5
4708,-0.76,1.44
4709,-0.77,1.39
4710,-0.78,1.33
4711,-0.78,1.28
4712,-0.79,1.22
4713,-0.79,1.69
4714,-0.76,1.91
4715,-0.69,1.84
4716,-0.63,1.77
4717,-0.56,1.7
4718,-0.5,1.63
4719,-0.43,1.56
4720,-0.37,1.49
4721,-0.31,1.43
4722,-0.35,1.46
4723,-0.39,1.48
4724,-0.43,1.5
4725,-0.47,1.52
4726,-0.51,1.55
4727,-0.55,1.57
4728,-0.59,1.59
4729,-0.63,1.62
4730,-0.67,1.64
4731,-0.66,1.62
4732,-0.65,1.61
4733,-0.64,1.6
4734,-0.63,1.58
4735,-0.7,1.63
4736,-0.78,1.69
4737,-0.85,1.75
4738,-0.93,1.81
4739,-0.91,1.82
4740,-0.88,1.83
4741,-0.85,1.83
4742,-0.81,1.84
4743,-0.78,1.84
4744,-0.75,1.85
4745,-0.71,1.85
4746,-0.69,1.83
4747,-0.68,1.81
4748,-0.66,1.79
4749,-0.64,1.77
4750,-0.62,1.75
4751,-0.64,1.72
4752,-0.73,1.65
4753,-0.82,1.58
4754,-0.92,1.51
4755,-1.01,1.45
4756,-1.1,1.38
4757,-1.2,1.31
4758,-1.29,1.24
4759,-1.15,1.27
4760,-1.01,1.3
4761,-0.88,1.33
4762,-0.74,1.36
4763,-0.6,1.4
4764,-0.46,1.43
4765,-0.43,1.42
4766,-0.4,1.42
4767,-0.37,1.41
4768,-0.34,1.41
4769,-0.32,1.4
4770,-0.29,1.4
4771,-0.26,1.39
4772,-0.35,1.44
4773,-0.44,1.49
4774,-0.54,1.54
4775,-0.63,1.59
4776,-0.73,1.64
4777,-0.82,1.69
4778,-0.89,1.72
4779,-0.87,1.69
4780,-0.85,1.66
4781,-0.84,1.62
4782,-0.82,1.59
4783,-0.76,1.64
4784,-0.7,1.69
4785,-0.64,1.74
4786,-0.57,1.79
4787,-0.58,1.82
4788,-0.66,1.82
4789,-0.75,1.81
4790,-0.83,1.81
4791,-0.89,1.81
4792,-0.9,1.81
4793,-0.91,1.81
4794,-0.93,1.81
4795,-0.91,1.75
4796,-0.88,1.68
4797,-0.86,1.61
4798,-0.83,1.54
4799,-0.81,1.57
4800,-0.78,1.61
4801,-0.76,1.64
4802,-0.74,1.67
4803,-0.72,1.71
4804,-0.69,1.74
4805,-0.67,1.77
4806,-0.66,1.79
4807,-0.64,1.81
4808,-0.62,1.83
4809,-0.61,1.85
4810,-0.59,1.87
4811,-0.57,1.89
4812,-0.56,1.91
4813,-0.57,1.8
4814,-0.6,1.61
4815,-0.63,1.43
4816,-0.66,1.24
4817,-0.7,1.06
4818,-0.73,0.87
4819,-0.76,0.69
4820,-0.79,0.5
4821,-0.82,0.32
4822,-0.85,0.13
4823,-0.88,-0.05
4824,-0.89,-0.09
4825,-0.86,0.05
4826,-0.82,0.18
4827,-0.79,0.31
4828,-0.76,0.45
4829,-0.73,0.58
4830,-0.7,0.71
4831,-0.67,0.85
4832,-0.64,0.98
4833,-0.61,1.11
4834,-0.58,1.25
4835,-0.55,1.38
4836,-0.52,1.34
4837,-0.49,1.3
4838,-0.46,1.26
4839,-0.44,1.22
4840,-0.41,1.18
4841,-0.35,1.18
4842,-0.26,1.22
4843,-0.17,1.27
4844,-0.08,1.31
4845,0.01,1.36
4846,0.1,1.41
4847,0.11,1.45
4848,0.03,1.48
4849,-0.06,1.51
4850,-0.14,1.55
4851,-0.22,1.58
4852,-0.31,1.61
4853,-0.39,1.65
4854,-0.48,1.68
4855,-0.56,1.71
4856,-0.64,1.75
4857,-0.73,1.78
4858,-0.81,1.81
4859,-0.9,1.85
4860,-0.98,1.88
4861,-1.06,1.91
4862,-1.15,1.95
4863,-1.17,1.94
4864,-1.16,1.9
4865,-1.15,1.86
4866,-1.13,1.82
4867,-1.12,1.78
4868,-1.11,1.74
4869,-1.1,1.71
4870,-1.08,1.67
4871,-1.07,1.63
4872,-1.06,1.59
4873,-1.04,1.55
4874,-1.03,1.51
4875,-1.02,1.48
4876,-1.01,1.44
4877,-0.99,1.4
4878,-0.98,1.36
4879,-0.92,1.35
4880,-0.86,1.35
4881,-0.8,1.34
4882,-0.74,1.34
4883,-0.68,1.33
4884,-0.62,1.32
4885,-0.56,1.32
4886,-0.5,1.31
4887,-0.47,1.33
4888,-0.48,1.35
4889,-0.49,1.38
4890,-0.5,1.41
4891,-0.51,1.44
4892,-0.52,1.47
4893,-0.53,1.49
4894,-0.54,1.52
4895,-0.55,1.55
4896,-0.56,1.58
4897,-0.57,1.6
4898,-0.59,1.62
4899,-0.62,1.65
4900,-0.64,1.67
4901,-0.66,1.69
4902,-0.68,1.71
4903,-0.7,1.73
4904,-0.71,1.75
4905,-0.68,1.74
4906,-0.65,1.72
4907,-0.63,1.71
4908,-0.6,1.7
4909,-0.57,1.69
4910,-0.61,1.75
4911,-0.64,1.81
4912,-0.68,1.87
