geochem_depth,geochem_age_kabp,TIC,TOC,Qz_peakarea,C13,O18,TN,TS
204.91,527.31965,8.2,1.34,0.113898,0.11,-5.62,0.15,0.065
205.07,527.91965,7.13,1.63,,-0.03,-5.76,0.16,0.075
205.23,528.51715,7.32,1.73,0.116887,0.65,-4.8,0.15,0.056
205.39,529.1048,5.95,0.93,,0.52,-5.7,0.2,0.081
205.55,529.69885,4.01,0.98,0.233977,1.07,-4.88,0.24,0.091
205.71,530.05105,4.84,1.3,,-0.13,-6.73,0.22,0.108
205.87,530.4084,6.93,1.31,0.129434,0.4,-5.74,0.17,0.083
206.03,530.76485,5.39,1.46,,0.17,-6.54,0.3,0.08
206.19,531.1238,7.09,1.43,0.127105,0.55,-5.71,0.16,0.064
206.35,531.488,6.45,1.41,,0.42,-6.07,0.17,0.061
206.51,531.8524,4.71,1.27,0.182743,-0.05,-6.9,0.21,0.072
206.67,532.209,4.84,1.13,,0.22,-6.61,0.2,0.074
206.83,532.56985,2.53,1.04,0.243047,-0.32,-6.47,0.24,0.081
206.99,532.85655,3.66,0.88,,0.52,-6.39,0.25,0.09
207.15,533.14995,4.12,1.02,0.20381,0.83,-5.97,0.23,0.077
207.31,533.43385,2.42,0.96,,0.73,-5.17,0.25,0.09
207.47,533.72535,0.63,1.03,0.302028,,,0.29,0.103
207.63,534.01105,0.29,0.88,,,,0.27,0.083
207.79,534.3044,2.46,0.79,0.247773,,,0.23,0.078
207.95,534.59495,0.86,0.95,,,,0.26,0.091
208.11,534.8724,0.91,0.97,0.289014,,,0.29,0.103
208.27,535.1694,0.24,1.15,,,,0.28,0.092
208.43,535.4705,1.08,0.91,0.2838,,,0.28,0.121
208.59,535.7722,1.31,1.16,,,,0.32,0.097
208.75,536.074,0.83,1.02,0.271798,,,0.28,0.088
208.92,536.4041,0.34,1.39,,,,0.29,0.09
209.07,536.6868,0.18,1.15,0.288202,,,0.29,0.082
209.23,536.9947,0.21,1.08,,,,0.29,0.086
209.39,537.2918,0.16,0.94,0.34011,,,0.29,0.126
209.55,537.7978,0.56,0.83,,,,0.26,0.071
209.71,538.4114,0.85,1.01,0.328423,,,0.31,0.09
209.88,539.06215,1.63,1.48,,,,0.29,0.096
210.03,539.63835,2.57,1.65,0.217332,1.33,-4.61,0.29,0.1
210.19,540.23915,1.87,1.38,,1.01,-5.54,0.29,0.09
210.35,540.85055,2.65,1.72,0.209928,1.33,-5.05,0.29,0.095
210.51,541.4496,2.29,1.51,,0.69,-5.23,0.29,0.096
210.67,542.06175,3.02,2.14,0.182842,1.12,-6.13,0.3,0.104
210.83,542.60595,2.06,2.55,,0.74,-5.92,0.33,0.115
210.99,543.10225,2.88,2.1,0.190027,1.11,-6.09,0.3,0.105
211.15,543.61025,3.64,1.82,,1.04,-6.06,0.26,0.107
211.32,544.1272,2.1,2.04,0.179365,0.71,-6.59,0.32,0.105
211.47,544.6044,1.89,1.89,,0.7,-5.95,0.32,0.097
211.63,545.1025,2.61,1.91,0.190435,1.21,-6.18,0.31,0.099
211.79,545.60625,1.68,1.99,,0.65,-5.54,0.34,0.122
211.95,546.1082,3.15,1.22,0.170432,0.77,-6.68,0.3,0.104
212.11,546.622,1.54,2.02,,0.53,-4.52,0.4,0.113
212.27,547.15765,2.65,1.3,0.206413,1.85,-4.45,0.29,0.087
212.43,547.69605,2.51,0.99,,1.48,-4.85,0.3,0.092
212.59,548.24255,1.5,1.49,0.214521,0.42,-5.24,0.39,0.105
212.75,548.7871,2.49,1.27,,1.26,-4.44,0.31,0.101
212.91,549.32675,1.98,2.1,0.210765,0.94,-4.18,0.35,0.114
213.07,549.8592,0.97,2.12,,0.66,-5.57,0.35,0.107
213.23,550.39945,2.73,1.33,0.213351,1.08,-5.38,0.29,0.091
213.39,550.92305,2.61,1.52,,0.36,-5.48,0.28,0.085
213.55,551.427,2.53,0.94,0.237828,0.19,-5.9,0.28,0.091
213.71,551.95075,3.23,1.9,,0.65,-5.07,0.3,0.092
213.87,552.4734,2.27,1.65,0.215721,0.81,-5.65,0.28,0.08
214.03,552.9969,1.38,1.97,,0.34,-5.07,0.32,0.104
214.19,553.5221,1.71,1.47,0.229431,0.62,-5.34,0.29,0.096
214.35,554.04025,2.06,1.3,,0.85,-4.52,0.29,0.091
214.51,554.5663,3.19,1.04,0.209637,0.76,-5.63,0.26,0.085
214.67,555.07305,3.14,1.98,,0.74,-6.3,0.31,0.107
214.83,555.55185,4.15,0.66,0.193065,0.97,-5.52,0.27,0.09
214.99,556.02435,2.21,1.66,,0.34,-5.99,0.3,0.096
215.15,556.48975,2.54,1.36,0.204468,0.7,-5.48,0.27,0.096
215.31,556.96775,2.16,0.99,,0.74,-5.31,0.26,0.091
215.47,557.4369,2.3,0.74,0.300884,0.68,-5.63,0.27,0.077
215.63,557.90385,2.75,0.7,,0.75,-5.51,0.26,0.066
215.79,558.37905,3.45,0.87,0.246372,0.11,-6.33,0.24,0.075
215.95,559.03995,4.49,1.12,,-0.26,-6.79,0.22,0.073
216.11,559.28565,4.97,1.06,0.163979,0.08,-6.73,0.2,0.063
216.27,559.7229,3.54,1.07,,-0.01,-7.23,0.28,0.069
216.43,560.1673,4.09,1.3,0.205975,0.31,-6.56,0.2,0.098
216.59,560.61935,5.05,0.76,,1.42,-5.29,0.19,0.081
216.75,561.0679,4.12,0.95,0.203855,1.69,-4.56,0.23,0.091
216.91,561.5077,4.33,0.86,,1.27,-5.36,0.22,0.093
217.07,561.9498,4.17,1.08,0.195651,1.34,-5.21,0.24,0.09
217.23,562.37925,4.39,1.14,,1.06,-5.57,0.23,0.08
217.39,562.73415,4.23,1.01,0.194876,1.01,-5.42,0.24,0.094
217.55,563.07465,4.41,1.23,,0.41,-6.05,0.23,0.088
217.71,563.41775,2.29,2.17,0.177509,0.2,-5.89,0.31,0.117
217.87,563.7593,3.09,2.2,,0.08,-5.94,0.3,0.11
218.03,564.10265,3.75,1.68,0.177331,0.1,-5.89,0.26,0.104
218.19,564.4442,2.91,1.01,,0.95,-5.4,0.34,0.073
218.35,564.7746,3.16,1.01,0.210455,0.96,-4.75,0.24,0.097
218.51,565.1024,1.86,0.94,,0.58,-5.84,0.25,0.105
218.67,565.42795,1.52,0.87,0.326376,0.91,-5.75,0.26,0.081
218.83,565.7554,1.87,0.99,,0.92,-4.92,0.27,0.086
218.99,566.0885,3.69,1.05,0.232233,1.17,-5.25,0.24,0.096
219.15,566.42,1.7,0.94,,0.57,-5.54,0.28,0.098
219.31,566.74525,1.79,0.89,0.299058,0.99,-5.41,0.27,0.105
219.47,567.07045,1.98,0.9,,0.97,-4.49,0.28,0.105
219.63,567.39395,1.9,0.81,0.317171,0.51,-3.34,0.27,0.085
219.79,567.71365,3.2,0.9,,1.44,-5.07,0.25,0.091
219.95,568.052,2.94,1.05,0.267673,1.1,-5.05,0.26,0.078
220.11,568.4009,3.86,1.14,,0.52,-5.61,0.24,0.073
220.27,568.74265,2.7,1.19,0.241958,-0.24,-6.78,0.25,0.093
220.43,569.09265,2.81,1.56,,0.27,-6.02,0.26,0.099
220.59,569.4432,1.05,1.41,0.276357,1.19,-4.17,0.3,0.103
220.75,569.7897,2.73,1.16,,0.23,-6.33,0.26,0.092
220.91,570.1373,3.28,1.21,0.223888,0.17,-6.16,0.27,0.079
221.07,570.47795,3.35,1.23,,0.15,-6.25,0.25,0.09
221.23,570.84265,2.9,1.15,0.242833,0.21,-5.95,0.26,0.1
221.39,571.1993,2.77,1.2,,0.04,-5.84,0.26,0.099
221.55,571.5694,3.31,1.15,0.242251,-0.01,-5.85,0.26,0.119
221.71,571.9412,3.64,1.14,,-0.03,-5.88,0.26,0.108
221.87,572.3065,3.96,1.64,0.215932,,,0.24,0.111
222.03,572.67605,4.18,1.22,,-0.08,-5.67,0.26,0.111
222.19,573.05405,4.9,1.35,0.177066,-0.07,-5.88,0.22,0.108
222.35,573.41525,4.83,1.49,,-0.34,-5.66,0.22,0.112
222.51,573.78985,5.31,1.34,0.17319,-0.52,-6.15,0.2,0.098
222.67,574.15015,4.87,1.22,,-0.32,-5.92,0.21,0.109
222.83,574.52705,5.67,1.26,0.151689,-0.36,-5.84,0.2,0.1
222.99,574.8886,6.23,1.41,,-0.3,-5.7,0.18,0.1
223.15,575.2536,5.47,1.3,0.153778,-0.25,-5.86,0.21,0.091
223.31,575.618,5.83,1.36,,-0.47,-6.45,0.21,0.112
223.47,575.98895,6.14,0.96,0.137336,-0.59,-6.2,0.18,0.135
223.63,576.3543,5.82,1.03,,-0.74,-6.6,0.19,0.108
223.79,576.71055,7.14,0.89,0.130728,-0.52,-6.53,0.16,0.143
223.95,577.06965,7.54,0.7,,-0.15,-5.81,0.13,0.091
224.11,577.4314,6.32,0.92,0.137731,-0.45,-6.45,0.15,0.112
224.27,577.79305,6.72,0.9,,-0.45,-6.76,0.16,0.136
224.43,578.1673,6.18,0.86,0.150651,0.05,-6.04,0.17,0.135
224.59,578.5267,8.07,0.89,,0.7,-4.88,0.14,0.104
224.75,578.8938,8,1.03,0.095372,0.93,-4.62,0.15,0.129
224.91,579.25365,6.83,1.16,,0.93,-5.03,0.17,0.119
225.07,579.6153,5.62,1.17,0.145476,0.55,-5.92,0.17,0.09
225.23,579.9381,5.6,0.77,,0.51,-5.97,0.15,0.096
225.39,580.26465,4.73,0.91,0.191469,0.79,-5.97,0.18,0.108
225.55,580.59365,3.98,0.86,,0.79,-5.75,0.2,0.114
225.71,580.9183,3.26,1.02,0.253687,0.89,-5.62,0.22,0.121
225.87,581.24335,2.87,0.85,,1.79,-4.64,0.21,0.15
226.03,581.57255,2.94,0.74,0.28409,1,-5.82,0.22,0.123
226.19,581.89535,2.07,0.73,,1.37,-4.7,0.22,0.115
226.35,582.2212,0.97,0.91,0.278005,1.01,-5.23,0.26,0.113
226.51,582.5557,1.08,0.92,,-0.24,-5.28,0.26,0.114
226.67,582.8992,1.42,0.8,0.293947,1.26,-5.1,0.25,0.093
226.83,583.24005,1.74,0.73,,,,0.23,0.091
226.99,583.5847,1.23,0.87,0.287299,1.96,-4.11,0.27,0.112
227.15,583.9289,1.09,0.91,,1.52,-3.86,0.29,0.101
227.31,584.2766,1.98,0.72,0.276621,1.93,-4.26,0.26,0.096
227.47,584.61625,1.09,0.81,,0.96,-5.08,0.28,0.103
227.63,584.9619,1.18,1.03,0.300151,0.96,-3.99,0.29,0.118
227.79,585.38045,2.56,0.83,,2.31,-5.2,0.24,0.105
227.95,585.81895,1.62,0.91,0.243193,1.28,-5.2,0.27,0.1
228.11,586.2534,1.59,1,,1.2,-5.1,0.26,0.095
228.27,586.69265,2.38,0.86,0.235267,1.65,-5.22,0.26,0.101
228.43,587.13365,2.19,1.03,,1.21,-5.24,0.28,0.103
228.59,587.5664,2.46,1.02,0.238193,1.32,-5.19,0.27,0.085
228.75,588.0022,4.12,0.98,,1.38,-5.26,0.22,0.087
228.91,588.4251,3.97,1.37,0.188474,0.88,-6.09,0.24,0.09
229.07,588.8264,4.93,1.45,,1,-5.59,0.22,0.103
229.23,589.2035,4.19,1.31,0.179047,0.73,-6.44,0.22,0.104
229.39,589.5949,5.4,1.26,,,,0.17,0.08
229.55,589.97775,5.37,1.43,0.152564,0.76,-6.05,0.19,0.07
229.71,590.3667,3.65,1.35,,0.71,-5.94,0.24,0.083
229.87,590.74765,2.79,1.32,0.225215,1.2,-5.1,0.28,0.085
230.03,591.13035,3.36,1.28,,1,-5.06,0.26,0.088
230.18,591.4877,4.09,1.22,0.175908,0.42,-5.91,0.22,0.07
230.35,591.9272,4.78,1.12,,0.57,-5.21,0.22,0.071
230.51,592.35485,4.99,0.88,0.185325,0.99,-4.63,0.19,0.07
230.67,592.7845,4.48,1.33,,0.76,-5.22,0.24,0.078
230.83,593.21825,3.91,1.38,0.177708,0.2,-6.11,0.25,0.087
230.99,593.65765,4.03,1.39,,-0.06,-6.26,0.24,0.086
231.15,594.0975,3.61,1.42,0.168309,-0.01,-6.11,0.26,0.09
231.31,594.52335,4.16,1.65,,-0.08,-5.64,0.25,0.078
231.47,594.951,3.16,1.7,0.179269,-0.2,-5.92,0.27,0.083
231.64,595.4854,2.52,1.88,,-0.28,-5.94,0.3,0.085
231.79,595.92235,4.67,1.68,0.142244,-0.29,-5.24,0.23,0.079
231.95,596.4353,4.22,1.67,,-0.02,-5.01,0.26,0.088
232.11,596.94565,3.98,1.32,0.179192,0.04,-5.34,0.23,0.134
232.27,597.45335,2.73,1.16,,0.75,-4.95,0.26,0.107
232.43,597.9652,3.11,1.25,0.206115,0.77,-4.87,0.27,0.09
232.59,598.4715,4.79,1.14,,0.71,-4.9,0.19,0.085
232.75,598.9856,4.07,1.19,0.189043,0.8,-4.79,0.23,0.076
232.91,599.45785,5.8,1.26,,-0.33,-5.93,0.16,0.065
233.07,599.8832,5.11,1.36,0.138248,-0.5,-6.38,0.21,0.073
233.23,600.3029,5.39,1.36,,-0.18,-5.79,0.19,0.077
233.39,600.72555,5.04,1.44,0.141109,-0.27,-6.25,0.2,0.084
233.55,601.14345,6.52,1.18,,0.17,-5.57,0.16,0.07
233.71,601.57185,6.91,0.75,0.131916,0.13,-6.04,0.15,0.063
233.87,601.9991,5.17,0.94,,0.82,-5.6,0.17,0.056
234.03,602.4342,3.75,1.03,0.204593,1.41,-4.94,0.2,0.07
234.19,602.8536,4.3,0.8,,1.19,-5.23,0.18,0.062
234.35,603.25135,3.94,0.83,0.221527,0.82,-5.58,0.19,0.077
234.51,603.652,3.7,0.77,,0.98,-5.06,0.19,0.103
234.66,604.0267,4.59,0.95,0.191629,0.82,-5.68,0.17,0.089
234.83,604.4551,4.94,0.62,,0.53,-6.05,0.18,0.071
234.99,604.8601,6.21,0.79,0.133544,0.43,-5.84,0.18,0.076
235.15,605.26355,5.35,0.95,,0.51,-5.85,0.16,0.061
235.31,605.67075,6.25,1.16,0.123476,0.54,-5.57,0.15,0.069
235.47,606.0729,6.74,1.01,,0.46,-5.39,0.13,0.058
235.63,606.5253,6.37,0.8,0.116754,0.1,-6.14,0.14,0.046
235.79,606.98215,6.07,1,,0,-6.04,0.17,0.052
235.95,607.4306,7.12,0.84,0.115287,-0.15,-6.04,0.14,0.048
236.11,607.87625,6.86,1.03,,-0.07,-5.94,0.14,0.055
236.27,608.31655,6.56,1.02,0.125877,-0.2,-5.99,0.16,0.066
236.43,608.75265,6.69,0.93,,0.03,-5.31,0.14,0.072
236.59,609.19405,6.98,1.01,0.116317,-0.16,-5.6,0.15,0.072
236.75,609.63105,7.05,1.03,,-0.04,-5.49,0.14,0.069
236.91,610.0022,7.46,0.9,0.0955029,-0.21,-5.83,0.12,0.076
237.07,610.3701,7.05,1.29,,-0.05,-5.26,0.14,0.073
237.23,610.73605,6.92,1.31,0.105242,-0.04,-5.4,0.15,0.08
237.39,611.11055,8,1.16,,0.1,-5.01,0.12,0.061
237.55,611.482,7.36,1.3,0.0969257,-0.05,-5.3,0.16,0.076
237.71,611.85805,5.84,1.41,,-0.12,-5.6,0.24,0.076
237.87,612.2341,5.79,1.33,0.132392,-0.21,-5.74,0.17,0.083
238.03,612.6025,6.4,1.46,,0.24,-4.69,0.16,0.085
238.19,612.97645,6.56,1.08,0.116415,0.16,-4.51,0.14,0.075
238.35,613.35245,6.2,1.09,,0.24,-4.59,0.15,0.064
238.51,613.72475,6.03,1.3,0.124973,0.24,-4.55,0.16,0.074
238.67,614.09885,6.08,1.18,,0.01,-4.77,0.16,0.081
238.83,614.46765,6.97,1.12,0.101613,-0.17,-4.59,0.14,0.057
238.99,614.83935,6.85,1.15,,-0.45,-4.85,0.13,0.061
239.15,615.21215,7.16,0.93,0.107474,-0.3,-4.72,0.13,0.062
239.31,615.57945,7.31,1.13,,-0.44,-4.77,0.13,0.067
239.47,615.96355,7.11,1.19,0.111292,-0.45,-4.87,0.14,0.061
239.63,616.34705,7.48,1.07,,-0.22,-4.41,0.15,0.071
239.79,616.73505,7.85,1.08,0.0987386,-0.3,-4.52,0.13,0.064
239.95,617.118,8.57,0.69,,-0.03,-4.1,0.12,0.063
240.11,617.49935,8.27,0.98,0.0928043,-0.03,-4.6,0.12,0.06
240.27,617.89585,7.89,1.25,,-0.12,-4.92,0.12,0.066
240.43,618.28375,8.27,1.09,0.087614,-0.1,-4.96,0.11,0.067
240.59,618.6618,6.35,1.76,,0.23,-5.23,0.16,0.109
240.75,619.0362,7.63,1.17,0.109593,0.3,-4.91,0.13,0.054
240.91,619.3974,7.26,1.07,,0.07,-5.63,0.13,0.055
241.07,619.757,6.82,1.13,0.13011,0.1,-5.62,0.15,0.101
241.23,620.12035,6.37,0.93,,0.18,-6.25,0.16,0.096
241.39,620.48455,6.68,1.06,0.163937,0.41,-5.75,0.17,0.096
241.55,620.8418,6.32,0.97,,0.34,-6.31,0.17,0.101
241.71,621.20705,6.89,0.92,0.164484,0.61,-6.31,0.14,0.083
241.87,621.5599,4.54,1.62,,0.73,-6.68,0.19,0.12
242.03,621.9435,4,1.26,0.228603,0.56,-7.44,0.19,0.122
242.19,622.33285,2.9,1.35,,0.47,-6.98,0.21,0.127
242.35,622.71895,2.47,1.2,0.251797,0.78,-6.79,0.22,0.126
242.51,623.10955,1.88,1.12,,0.75,-5.05,0.24,0.133
242.67,623.51025,1.59,0.98,0.269838,0.78,-4.41,0.23,0.105
242.83,623.9081,1.36,0.97,,0.98,-4.94,0.25,0.116
242.99,624.305,1.22,0.96,0.253567,1.16,-4.25,0.25,0.11
243.15,624.70105,0.88,1.06,,,,0.26,0.108
243.31,625.0887,0.16,0.96,0.2751,,,0.27,0.087
243.47,625.4686,0.71,1.21,,,,0.28,0.094
243.63,625.8435,0.16,1.16,0.285312,,,0.27,0.114
243.79,626.2179,0.54,0.84,,,,0.28,0.167
243.95,626.59185,0.22,0.8,0.287896,,,0.25,0.11
244.11,626.96455,0.29,0.94,,,,0.25,0.118
244.27,627.35595,0.13,0.62,0.276691,,,0.24,0.079
244.43,627.74495,1.58,0.71,,,,0.22,0.09
244.59,628.14435,0.15,0.66,0.296951,,,0.23,0.156
244.75,628.58525,0.46,0.76,,,,0.23,0.112
244.91,629.019,0.09,0.6,0.275281,,,0.24,0.086
245.07,629.45935,0.12,0.57,,,,0.23,0.115
245.23,629.89025,0.72,0.65,0.303571,,,0.23,0.122
245.39,630.32625,0.29,0.72,,,,0.23,0.084
245.55,630.7531,0.23,0.76,0.267199,,,0.26,0.133
245.71,631.1787,0.48,0.81,,,,0.24,0.095
245.87,631.62805,0.76,0.65,0.2865,,,0.23,0.061
246.03,632.14785,0.21,0.62,,,,0.24,0.124
246.19,632.68145,0.56,0.56,0.302405,,,0.21,0.097
246.35,633.2025,0.44,0.65,,,,0.21,0.134
246.51,633.7246,0.22,0.6,0.299574,,,0.22,0.109
246.67,634.2382,0.24,0.68,,,,0.21,0.123
246.83,634.7525,0.19,0.74,0.307879,,,0.23,0.117
246.99,635.2654,0.16,0.69,,,,0.23,0.114
247.15,635.783,0.16,0.65,0.323599,,,0.24,0.138
247.31,636.18855,0.66,0.71,,,,0.21,0.125
247.47,636.58895,0.08,0.66,0.339042,,,0.22,0.109
247.63,636.9985,0.09,0.61,,,,0.26,0.109
247.79,637.3959,0.78,0.83,0.25462,,,0.24,0.097
247.95,637.7973,0.16,1.04,,,,0.24,0.075
248.11,638.21245,0.19,1,0.255388,,,0.24,0.081
248.27,638.61225,0.18,0.95,,,,0.24,0.159
248.43,639.01225,0.26,0.89,0.260592,,,0.22,0.06
248.59,639.53565,0.71,0.87,,,,0.22,0.095
248.75,640.0841,0.22,1,0.247391,,,0.24,0.063
248.91,640.62335,0.26,0.83,,,,0.24,0.094
249.07,641.1658,0.3,0.9,0.23978,,,0.27,0.065
249.23,641.7089,0.11,0.93,,,,0.23,0.066
249.39,642.25215,0.05,0.81,0.2743,,,0.3,0.102
249.55,642.78885,0.09,0.72,,,,0.29,0.125
249.71,643.31995,0.15,0.88,0.263295,,,0.24,0.079
249.87,643.8297,0.13,0.85,,,,0.31,0.118
250.03,644.3421,0.33,0.83,0.284254,,,0.28,0.172
250.19,644.842,0.25,0.92,,,,0.26,0.078
250.35,645.3474,0.12,1.16,0.238601,,,0.26,0.071
250.51,645.84525,0.09,0.87,,,,0.26,0.183
250.67,646.3597,0.08,1.11,0.277248,,,0.28,0.084
250.83,646.86935,0.05,0.81,,,,0.33,0.067
250.99,647.36485,1.01,0.71,0.278159,,,0.22,0.12
251.15,647.8624,1.23,0.66,,,,0.25,0.152
251.31,648.36055,0.11,0.7,0.292152,,,0.24,0.125
251.47,648.85295,0.77,0.85,,,,0.23,0.137
251.63,649.34995,0.19,0.85,0.277986,,,0.27,0.136
251.79,649.85075,0.09,0.92,,,,0.24,0.086
251.95,650.3394,0.08,0.79,0.273578,,,0.25,0.093
252.11,650.84095,0.11,0.73,,,,0.23,0.107
252.27,651.3316,0.05,0.84,0.199403,,,0.23,0.127
252.43,651.76025,0.05,0.79,,,,0.22,0.089
252.59,652.12985,0.05,0.62,0.290461,,,0.23,0.077
252.75,652.50985,0.18,0.58,,,,0.38,0.086
252.91,652.88775,0.33,0.71,0.307632,,,0.23,0.09
253.07,653.2632,1.01,0.64,,,,0.22,0.096
253.23,653.6375,0.16,0.55,0.336209,,,0.24,0.079
253.39,654.0198,0.79,0.66,,,,0.22,0.065
253.55,654.39995,0.24,0.63,0.345813,,,0.26,0.111
253.71,654.8694,0.12,0.59,,,,0.24,0.096
253.87,655.4694,0.49,0.65,0.350944,,,0.24,0.099
254.03,656.0733,0.5,0.71,,,,0.28,0.116
254.19,656.66575,0.19,0.73,0.346162,,,0.31,0.155
254.35,657.25845,0.31,0.84,,,,0.24,0.074
254.51,657.84415,1.16,0.79,0.292174,,,0.24,0.073
254.67,658.4337,0.26,0.71,,,,0.25,0.065
254.83,659.013,0.78,0.86,0.316867,,,0.26,0.081
254.99,659.61625,3.25,0.71,,,,0.2,0.058
255.15,660.24895,0.59,0.81,0.355041,,,0.27,0.122
255.31,660.88395,1.05,0.78,,,,0.3,0.07
255.47,661.51545,0.88,0.66,0.269231,,,0.32,0.091
255.63,662.14785,1,0.8,,,,0.25,0.077
255.79,662.77385,0.68,0.96,0.323508,,,0.27,0.102
255.95,663.4066,0.27,0.94,,,,0.27,0.088
256.11,664.0372,0.27,0.92,0.3436,,,0.29,0.083
256.27,664.64745,0.43,0.93,,,,0.28,0.126
256.43,665.21015,0.66,0.95,0.28031,0.04,-3.55,0.31,0.133
256.59,665.77155,3.07,1.07,,0.86,-5.38,0.23,0.082
256.75,666.3381,2.23,1.17,0.235383,0.09,-5.22,0.24,0.1
256.91,666.89715,2.07,1.24,,-0.07,-5.61,0.26,0.094
257.07,667.4497,1.33,1.07,0.294034,,,0.29,0.189
257.23,668.0097,2.96,1.27,,0.15,-5.12,0.26,0.08
257.39,668.5773,3.73,1.28,0.197078,-0.04,-4.94,0.22,0.067
257.55,669.1311,2.44,1.46,,-0.79,-6.61,0.26,0.109
257.71,669.6726,4.57,1.33,0.167948,-0.36,-5.95,0.21,0.078
257.87,670.2195,2.51,1.34,,-0.88,-6.74,0.26,0.102
258.03,670.7631,1.27,1.36,0.268047,-1.11,-5.48,0.28,0.085
258.19,671.30495,1.25,1.36,,-1.04,-5.33,0.29,0.099
258.35,671.85885,1.53,1.52,0.243955,-0.14,-5.65,0.31,0.11
258.51,672.40375,1.67,1.29,,0.89,-4.64,0.3,0.093
258.67,672.9603,1.83,1.17,0.224164,0.47,-4.98,0.32,0.099
258.83,673.52335,0.15,1.02,,,,0.38,0.194
258.99,674.01665,0.95,1.16,0.268468,,,0.3,0.096
259.16,674.541,0.2,1.3,,,,0.32,0.106
259.31,675.0134,0.29,1.21,0.267711,,,0.34,0.121
259.47,675.51815,0.75,1.17,,,,0.33,0.086
259.63,676.0177,1.49,1.12,0.195727,,,0.41,0.101
259.79,676.52365,0.21,0.85,,,,0.33,0.108
259.95,677.0364,0.74,0.83,0.283291,,,0.31,0.088
260.11,677.54605,0.41,0.79,,,,0.34,0.14
260.27,678.7024,0.6,0.85,0.269382,,,0.36,0.124
260.563,680.6063,0.98,0.99,,,,0.31,0.11
260.723,681.9729,1.68,1.19,0.275088,-1.21,-6.65,0.27,0.104
260.883,683.3276,3.22,1.39,,-1.24,-6.93,0.22,0.097
261.043,684.6869,3.64,1.14,0.200173,-1.05,-6.4,0.21,0.075
261.203,686.0408,5.26,1.27,,-0.8,-6.35,0.17,0.073
261.363,687.3989,3.8,1.05,0.149905,-0.63,-6.74,0.19,0.078
261.523,688.75155,3.56,1.06,,-0.87,-6.88,0.2,0.076
261.683,689.8321,3.57,1,0.228794,-0.99,-6.8,0.2,0.109
261.843,690.9243,4.56,0.92,,-0.91,-7.08,0.18,0.091
262.003,692.0121,7.07,0.94,0.14349,-0.51,-6.16,0.13,0.072
262.163,693.0979,8.03,0.89,,-0.06,-5.76,0.1,0.057
262.323,694.1879,8.44,0.62,0.0982095,0.1,-5.5,0.09,0.046
262.483,695.2778,8.28,0.56,,0.02,-5.69,0.08,0.06
262.643,696.3701,8.53,0.47,0.0959649,-0.11,-5.81,0.08,0.081
262.803,697.4611,7.84,0.35,,0.1,-5.72,0.11,0.046
262.963,698.13235,8.14,0.39,0.112263,-0.14,-6.1,0.08,0.053
263.123,698.75985,7.58,0.75,,-0.03,-6.09,0.11,0.071
263.283,699.386,6.85,0.59,0.138042,-0.31,-6.77,0.15,0.138
263.443,700.0043,6.2,0.72,,-0.41,-7.01,0.18,0.137
263.603,700.6171,7.55,0.71,0.129993,0.36,-5.41,0.13,0.095
263.763,701.23555,7.08,0.77,,-0.24,-5.9,0.13,0.069
263.923,701.85865,6.1,0.88,0.183077,-0.79,-7.08,0.17,0.119
264.083,702.48,7.5,0.73,,-0.49,-5.89,0.12,0.082
264.243,703.15275,6.07,1.14,0.138297,-0.54,-5.41,0.17,0.14
264.403,703.85735,3.95,1,,-1.2,-6.51,0.25,0.113
264.563,704.571,4.24,1.07,0.193866,-1.23,-6.37,0.22,0.12
264.723,705.27295,6.58,1.14,,-0.59,-5.32,0.17,0.101
264.883,705.98165,6.36,1.06,0.144514,-0.57,-5.24,0.17,0.106
265.043,706.6933,5.76,1.16,,-0.36,-4.97,0.17,0.114
265.203,707.3993,7.05,0.83,0.140061,-0.3,-4.8,0.14,0.076
265.363,708.09535,6.9,0.85,,-0.2,-4.8,0.13,0.064
265.523,708.8312,6.75,1.13,0.135419,-0.24,-5.07,0.14,0.046
265.683,709.5647,6.2,0.82,,-0.27,-5.46,0.15,0.073
265.843,710.3118,5.72,1.1,0.158755,-0.17,-5.87,0.16,0.133
266.003,711.04805,4.3,1.17,,-0.36,-6.58,0.18,0.124
266.163,711.7987,3.25,1.17,0.203567,-0.13,-6.94,0.21,0.15
266.323,712.54035,1.56,1.13,,-0.17,-6.7,0.24,0.203
266.483,713.2875,1.11,0.75,0.242158,,,0.23,0.253
266.643,714.0229,0.77,0.5,,,,0.23,0.146
266.803,714.83745,0.31,0.41,0.305595,,,0.25,0.136
266.963,715.71855,0.31,0.4,,,,0.23,0.123
267.123,716.58295,0.29,0.42,0.293208,,,0.21,0.137
267.283,717.4595,0.59,0.38,,,,0.21,0.1
267.443,718.3409,0.97,0.48,0.290578,,,0.21,0.108
267.603,719.232,0.28,0.32,,,,0.23,0.101
267.763,720.1116,0.6,0.4,0.301582,,,0.22,0.109
267.923,720.9843,0.11,0.38,,,,0.26,0.133
268.083,721.6754,0.46,0.41,0.306791,,,0.23,0.11
268.243,722.1162,0.1,0.43,,,,0.24,0.137
268.403,722.5639,0.72,0.44,0.342933,,,0.22,0.086
268.563,723.0073,0.3,0.46,,,,0.24,0.102
268.723,723.45545,0.27,0.48,0.334715,,,0.28,0.128
268.883,723.8963,0.09,0.44,,,,0.25,0.093
